Initial Clause,Final Clause,Status
,"Cada Parte aceita divulgar Informações Confidenciais para a outra Parte, desde que as mesmas sejam mantidas em sigilo de acordo com o escopo e os termos e condições pactuados no presente instrumento.",added
,"Para os fins e efeitos deste Acordo, (i) com relação às Informações Confidenciais divulgadas pelo, ou em nome do, Opportunity à Paraty e/ou a suas Pessoas Autorizadas (conforme definido abaixo), o termo “Parte Reveladora” significará o Opportunity e o termo “Parte Receptora” significará a Paraty; e (ii) com relação às Informações Confidenciais divulgadas pela, ou em nome da, Paraty ao Opportunity e/ou a suas Pessoas Autorizadas, o termo “Parte Reveladora” significará a Paraty e o termo “Parte Receptora” significará o Opportunity.",added
,"As Partes acordam e reconhecem que, em caso de descumprimento, por uma Parte e/ou por suas Pessoas Autorizadas, de obrigações previstas neste Acordo, a responsabilidade desta Parte estará limitada aos danos diretos comprovadamente incorridos pela outra Parte em razão da referida violação, conforme devidamente apurados por meio de decisão judicial transitada em julgado.",added
ACORDO DE CONFIDENCIALIDADE,ACORDO DE CONFIDENCIALIDADE,equal
"Doravante designadas, individualmente, como “Parte” e, conjuntamente, como “Partes”.","Doravante designadas, individualmente, como “Parte” e, conjuntamente, como “Partes”.",equal
Considerando que:,Considerando que:,equal
"A Parte Reveladora é gestora de carteira de fundos de investimentos em participações, sendo detentora de Informações Confidenciais (conforme abaixo definido);","A Parte Reveladora é gestora de carteira de fundos de investimentos em participações, sendo detentora de Informações Confidenciais (conforme abaixo definido);",equal
A Parte Receptora é uma empresa que presta serviços de consultoria;,As Partes Receptoras são empresas que presta serviços de consultoria em [inserir];,changed
"A Parte Reveladora deseja analisar a possível contratação dos serviços da Parte Receptora, e pretende revelar Informações Confidenciais à Parte Receptora durante a referida análise, de forma a possibilitar a elaboração de propostas pela Parte Receptora para prestação dos serviços e, caso estes sejam contratados, para a efetiva prestação de tais serviços (“Análise”);","A Parte Reveladora deseja analisar a possível contratação dos serviços das Partes Receptoras, e pretende revelar Informações Confidenciais às Partes Receptoras de forma a possibilitar a elaboração de propostas pelas Partes Receptoras e, caso estes sejam contratadas, para a efetiva prestação de tais serviços (“Análise”);",changed
"A Parte Reveladora aceita divulgar as Informações Confidenciais para a Parte Receptora, desde que as mesmas sejam mantidas em sigilo, de acordo com o escopo e os termos e condições pactuados no presente acordo;","A Parte Reveladora aceita divulgar as Informações Confidenciais para as Partes Receptoras, desde que as mesmas sejam mantidas em sigilo, de acordo com o escopo e os termos e condições pactuados no presente acordo;",equal
"As Partes firmam o presente Acordo de Confidencialidade (“Acordo”), consoante os termos e condições ajustados a seguir.","As Partes firmam o presente Acordo de Confidencialidade (“Acordo”), consoante os termos e condições ajustados a seguir.",equal
Definições,Definições,equal
"Para os fins e efeitos do presente Acordo, os termos iniciados em letra maiúscula não definidos de outra forma neste Acordo terão os significados designados abaixo, observado, ainda, que as palavras utilizadas no singular e plural serão consideradas como uma incluindo a outra:","Para os fins e efeitos do presente Acordo, os termos iniciados em letra maiúscula não definidos de outra forma neste Acordo terão os significados designados abaixo, observado, ainda, que as palavras utilizadas no singular e plural serão consideradas como uma incluindo a outra:",equal
"“Afiliada” de uma Parte significa: (i) qualquer pessoa jurídica que, na data deste Acordo ou a qualquer momento após a data deste Acordo, seja Controlada por, seja Controladora da, ou esteja sob Controle ou influência significativa comum, direta ou indiretamente, com a primeira, sendo que para fins deste Acordo, os termos “Controle”, “Controlada” e “Controladora” têm o significado que lhes é atribuído pelo artigo 116 da Lei nº 6.404/76; bem como significa (ii) sociedades investidas em relação à Parte Reveladora e/ou qualquer fundo de investimento que seja gerido com poderes discricionários de investimento pela respectiva Parte; e qualquer outro fundo de investimento que seja gerido por uma Afiliada da Parte, desde que em ambos os casos tenha poderes discricionários de investimento.","“Afiliada” da Parte  significa: (i) qualquer pessoa jurídica que, na data deste Acordo ou a qualquer momento após a data deste Acordo, seja Controlada por, seja Controladora da, ou esteja sob Controle ou influência significativa comum, direta ou indiretamente, com a primeira, sendo que para fins deste Acordo, os termos “Controle”, “Controlada” e “Controladora” têm o significado que lhes é atribuído pelo artigo 116 da Lei nº 6.404/76; (ii) qualquer fundo de investimento que seja gerido com poderes discricionários de investimento pela respectiva Parte; e qualquer outro fundo de investimento que seja gerido por uma Afiliada da Parte, desde que em ambos os casos tenha poderes discricionários de investimento.",changed
"“Informação Confidencial” significa, sem se limitar a, toda e qualquer informação que, de modo geral, não seja de conhecimento público, de natureza técnica, operacional, financeira, econômica, jurídica, estratégica, comercial, de engenharia ou produção divulgada pela, ou em nome da, Parte Reveladora à Parte Receptora no âmbito da Análise, incluindo análises, planos de negócios, técnicas e experiências acumuladas, documentos, contratos, relatórios, estudos, pareceres e pesquisas, transmitidas à Parte Receptora (i) por quaisquer meios físicos, tais como bens tangíveis, documentos impressos, manuscritos, fac-símile, mensagens eletrônicas, fotografias, dentre outros; (ii) por qualquer forma registrada em mídia eletrônica, tal como fitas, laser-discs, DVD, CD ou qualquer outro meio magnético; (iii) oralmente; ou (iv) por meio de resumos, anotações e quaisquer comentários, orais ou escritos.","“Informação Confidencial” significa, sem se limitar a, toda e qualquer informação que, de modo geral, não seja de conhecimento público, de natureza técnica, operacional, financeira, econômica, jurídica, estratégica, comercial, de engenharia ou produção, que seja divulgada pela, ou em nome da, Parte Reveladora a qualquer das Partes Receptoras no âmbito da Análise, incluindo análises, planos de negócios, técnicas e experiências acumuladas, documentos, contratos, relatórios, estudos, pareceres e pesquisas, transmitidas às Partes Receptoras (i) por quaisquer meios físicos, tais como bens tangíveis, documentos impressos, manuscritos, fac-símile, mensagens eletrônicas, fotografias, dentre outros; (ii) por qualquer forma registrada em mídia eletrônica, tal como fitas, laser-discs, DVD, CD ou qualquer outro meio magnético; (iii) oralmente; ou (iv) por meio de resumos, anotações e quaisquer comentários, orais ou escritos.",equal
"“Representantes” de uma Parte são os sócios, administradores, diretores, gerentes, membros de conselhos ou comitês ou de quaisquer órgãos consultivos, representantes, dirigentes, procuradores, empregados, subcontratados ou consultores, presentes ou futuros (incluindo, sem qualquer limitação, advogados, contadores, consultores financeiros, auditores, etc.), pessoas físicas ou jurídicas, da Parte e/ou de uma Afiliada da Parte, sendo certo que apenas serão considerados Representantes aqueles que efetivamente recebam ou forneçam acesso a Informações Confidenciais e/ou que estejam diretamente envolvidos na Análise.","“Representantes” de uma Parte são os sócios, administradores, diretores, gerentes, membros de conselhos ou comitês ou de quaisquer órgãos consultivos, representantes, dirigentes, procuradores, empregados, pessoas físicas ou jurídicas.",changed
Compromisso de Sigilo,Compromisso de Sigilo,equal
